Symbol,Company Name,Exchange,Country
X2S.SG,SINOPHARM GROUP -H-,STU,Germany
BP.MI,Banco Popolare Societa Cooperativa Scarl,MIL,Italy
091090.KS,Sewon Cellontech Company Limited,KSC,Korea
2168-OL.HK,YINGDE GASES,HKG,Hong Kong
XHN1.MU,HK TELEVISION NET,MUN,Germany
X6S.BE,STONEGATE AGRI,BER,Germany
ZHEXY,Zhejiang Expressway Co. Ltd.,PNK,USA
0599.HK,E. Bon Holdings Ltd.,HKG,Hong Kong
XJA1.BE,JAMBA,BER,Germany
0881-OL.HK,ZHONGSHENG HLDG,HKG,Hong Kong
LAND,Gladstone Land Corporation,NGM,Sweden
ZAL.DE,Zalando SE,GER,Germany
XCQ.MU,CABOT OIL & GAS,MUN,Germany
CDR,"Cedar Realty Trust, Inc.",NYQ,USA
CFRUY,Compagnie Financiere Richemont SA,PNK,USA
MTU.V,Manitou Gold Inc.,VAN,Canada
PTEC.L,Playtech plc,LSE,UK
PKX,POSCO,NYQ,USA
BDIMF,Black Diamond Group Limited,PNK,USA
VOE.VI,VOESTALPINE,VIE,Austria
KAJMF,Kajima Corporation,PNK,USA
JEHLY,Johnson Electric Holdings Ltd.,PNK,USA
AGOL.L,Ashmore Global Opportunities Ltd,LSE,UK
1221-OL.HK,SINO HOTELS,HKG,Hong Kong
YNSKF,King Stone Energy Group Limited,PNK,USA
S41.SI,Hong Leong Finance Limited,SES,Singapore
LBEFF,Northern Sun Mining Corp.,PNK,USA
RIGP,Transocean Partners LLC,NYQ,USA
THPFF,Thai President Foods Public Company Limited,PNK,USA
XXNCD,DEL TACO REST PPTY 1,PNK,USA
BQE.TO,BioteQ Environmental Technologies Inc.,TOR,Canada
WLPF.EX,ANTHEM ,EUX,Germany
QBT.MC,QUABIT IMMO,MCE,Spain
CVCY,Central Valley Community Bancorp,NCM,Australia
GJF.F,ZHONG FA ZHAN HLDGS,FRA,Germany
ALNPY,ANA Holdings Inc.,PNK,USA
TPIV,"TapImmune, Inc.",PNK,USA
J11.SI,Jacks International Limited,SES,Singapore
SBR.AX,Sabre Resources Limited,ASX,Australia
0242.HK,Shun Tak Holdings Ltd.,HKG,Hong Kong
FE7.DU,FIRSTENERGY,DUS,Germany
ASML,ASML Holding NV,NMS,USA
KBC.L,KBC Advanced Technologies plc,LSE,UK
SNR.AX,SYNERGY PL FPO,ASX,Australia
TTA.AX,TTA Holdings Limited,ASX,Australia
KCDMY,Kimberly - Clark de Mexico S.A.B. de C.V.,PNK,USA
BRFSN.MX,BRF S.A.,MEX,Mexico
1968.HK,"Peak Sport Products Co., Ltd.",HKG,Hong Kong
VOC,VOC Energy Trust,NYQ,USA
ENLAY,Enel SpA,PNK,USA
A1H.SG,ASHLAND,STU,Germany
SIX3.DE,Sixt Societas Europaea,GER,Germany
RCF.AX,REDCLIFFE FPO 1KINA,ASX,Australia
SUD-U.V,STARLIGHT US MULTI FAMILY USD C,VAN,Canada
DLHC,DLH Holdings Corp.,NCM,Australia
MA1.DE,MAX21 Management und Beteiligungen AG,GER,Germany
NPI,"Nuveen Premium Income Municipal Fund, Inc.",NYQ,USA
CAZ.TO,"Caza Oil & Gas, Inc.",TOR,Canada
VM.L,VIRGIN MON HLDG,LSE,UK
ROVOF,Inspired Capital plc,PNK,USA
HEP,Holly Energy Partners L.P,NYQ,USA
6451.TWO,SHUNSIN TECHNOLOGY TWD10,TWO,Taiwan
BBT-PE,BB&T, Corporation Depositary Sha,NYQ
VCC.MU,VICAL,MUN,Germany
BML-PG,Bank of America Corporation Ban,NYQ,USA
VRTK,Vartech Systems Inc.,PNK,USA
SX.PA,CS Communication & Systemes SA,PAR,France
ETE.AT,National Bank of Greece S.A.,ATH,Greece
BGI,Birks Group Inc.,ASE,USA
B2Y1.BE,BRIMSTONE INV CORP ,BER,Germany
USPH,US Physical Therapy Inc.,NYQ,USA
LVU-UN.TO,LOW VOLATILITY US EQUITY INCOME,TOR,Canada
W5G.F,WAGEWORKS,FRA,Germany
GLHO,"Predictive Technology Group, Inc.",PNK,USA
DMIFF,Diamcor Mining Inc.,PNK,USA
JSWSTEEL-P2.NS,JSW STEEL LIMITED,NSI,India
DTVMF,Discovery Ventures Inc.,PNK,USA
DORM,"Dorman Products, Inc.",NMS,USA
DAN,Dana Holding Corporation,NYQ,USA
BAM,Brookfield Asset Management Inc.,NYQ,USA
ATLC,Atlanticus Holdings Corporation,NMS,USA
ADB.BE,ADOBE SYSTEMS,BER,Germany
8206@OM.KL,ECO WORLD DEVELOPMENT GROUP BER,KLS,Malaysia
LNTR.L,Lenta Ltd,LSE,UK
F83.SI,COSCO Corporation (Singapore) Limited,SES,Singapore
IBN,ICICI Bank Ltd.,NYQ,USA
3U6.BE,UGI,BER,Germany
WORKOF-A,WORLEYPARS EXPIRING,ASX,Australia
CRW.L,Craneware plc,LSE,UK
ZDC.DU,ZODIAC AEROSPACE,DUS,Germany
Z3S.F,SCORPIO GOLD,FRA,Germany
SMU.F,SAMCO,FRA,Germany
GBA.AX,Grandbridge Limited,ASX,Australia
BEI.DE,Beiersdorf AG,GER,Germany
OLI.MI,Olidata SpA,MIL,Italy
CREIY,CR2 Empreendimentos Imobiliários S.A.,PNK,USA
SKBI,Skystar Bio Pharmaceutical Company,NCM,Australia
CID.BE,CEMIG SP ADR,BER,Germany
MAWHY,Man Wah Holdings Ltd,PNK,USA
YMP3.F,SYMPHONY HLDGS,FRA,Germany
ZFIN.DU,ZURICH INSUR GRP N,DUS,Germany
CMTB,"Community Bank of Bergen County, NJ",PNK,USA
AAHTF,AAPICO HITECH PUBLIC,PNK,USA
VLS.MI,Valsoia SpA,MIL,Italy
YHO.HM,YAHOO,HAM,Germany
XCI.DU,CHINA UNICOM (HK),DUS,Germany
IOY.BE,INFOSYS SP ADR,BER,Germany
HAWEN,HAWAIIAN ELEC INC 4.,PNK,USA
BNIKF,Benitec Biopharma Limited,PNK,USA
YHOO,Yahoo! Inc.,NMS,USA
SHF.DE,SNP Schneider-Neureither & Partner AG,GER,Germany
CPLA,Capella Education Co.,NMS,USA
ICTSF,ICTS International NV,PNK,USA
BGO.SI,Universal Resource And Services Limited,SES,Singapore
EMF,Templeton Emerging Markets Fund,NYQ,USA
ODL.OL,Odfjell Drilling Ltd.,OSL,Norway
0813.HK,Shimao Property Holdings Ltd.,HKG,Hong Kong
YSM.BE,SKY-MOBI SP ADS,BER,Germany
WRFX,"WorldFlix, Inc.",PNK,USA
TKD.F,TAKEDA PHARMA,FRA,Germany
721723.TWO,YUANTA SECURITIES C/W 19/05/16(,TWO,Taiwan
PEN.AX,Peninsula Energy Limited,ASX,Australia
SAE.TA,Shufersal Ltd,TLV,Israel
UG5A.F,TIGER BRANDS,FRA,Germany
ELP,Companhia Paranaense de Energia - COPEL,NYQ,USA
FDS,FactSet Research Systems Inc.,NYQ,USA
SFXE,"SFX Entertainment, Inc.",NMS,USA
QWIKF,QWICK MEDIA INC.,PNK,USA
JM.ST,JM AB (publ),STO,Sweden
WWD,"Woodward, Inc.",NMS,USA
OGLDF,Otis Gold Corp.,PNK,USA
USB.MX,U.S. Bancorp,MEX,Mexico
EXU.BE,XUEDA EDUCTN SP ADR,BER,Germany
WPQ.V,WPC Resources Inc.,VAN,Canada
2878.HK,Solomon Systech (International) Limited,HKG,Hong Kong
SMM.DU,SUMITOMO CHEM,DUS,Germany
ZIGMASOF.BO,ZIGMA SOFTWARE LTD.,BSE,India
KBDCY,Kingboard Chemical Holdings Ltd.,PNK,USA
SPHRF,Starpharma Holdings Limited,PNK,USA
PDIV,Premier Development & Investment Inc.,PNK,USA
UTGN,UTG Inc.,PNK,USA
LVEN,"Chile Mining Technologies, Inc.",PNK,USA
LGCY,Legacy Reserves LP,NMS,USA
PEGYO.IS,PERA Gayrimenkul Yatirim Ortakligi AS,IST,Turkey
JPR.L,Johnston Press plc,LSE,UK
CDCH,"Cerro Dorado, Inc.",PNK,USA
Y35.SI,CEFC International Limited,SES,Singapore
34Y.BE,CHINALCO YUNNAN,BER,Germany
TCOR,"TreeCon Resources, Inc.",PNK,USA
SRSR,"Sarissa Resources, Inc.",PNK,USA
OSQ.BE,METKA REG.,BER,Germany
28T.F,TOPBUILD,FRA,Germany
ZUARI.NS,Zuari Agro Chemicals Limited,NSI,India
QCCP,Quad County Corn Processors Cooperative,PNK,USA
7226@OM.KL,WATTA HOLDING BHD,KLS,Malaysia
TRNX,Wright Medical Group N.V.,NMS,USA
IJ.ST,Intrum Justitia AB,STO,Sweden
BRYN.DU,BERKSHIRE HATHAWY-B,DUS,Germany
NSP.AX,NuSep Holdings Ltd,ASX,Australia
DOS.V,Dios Exploration Inc.,VAN,Canada
ZMDC,USA Zhimingde International Group Corporation,PNK,USA
KOOL,Cesca Therapeutics Inc.,NCM,Australia
CUTR,"Cutera, Inc.",NMS,USA
QA4A.BE,GENTHERM,BER,Germany
VGL.AX,VSTA GRP FPO NZX,ASX,Australia
PVG,Pretium Resources Inc.,NYQ,USA
SHI.V,Sunrise Resources Ltd.,VAN,Canada
XMF.DU,S'TOMO MITSUI FINL,DUS,Germany
QPMB.F,AQUARIUS PLT SP ADR,FRA,Germany
SPWZ,"Steampunk Wizards, Inc.",PNK,USA
MBVX,"MabVax Therapeutics Holdings, Inc.",PNK,USA
DUKEOFS.BO,Duke Offshore Ltd,BSE,India
722023.TWO,JIH SUN SECURITIES C/W 13/06/16,TWO,Taiwan
NEWT,Newtek Business Services Corp.,NGM,Sweden
CDGF,CONS GOLDFIELDS CORP,PNK,USA
EWBC,"East West Bancorp, Inc.",NMS,USA
MICCF,Millicom International Cellular SA,PNK,USA
XIS.MU,AXIS ,MUN,Germany
QPMC.BE,AQUARIUS PLATINUM,BER,Germany
ITRN,Ituran Location & Control Ltd.,NMS,USA
1590.TW,AirTAC International Group,TAI,Taiwan
HPY,"Heartland Payment Systems, Inc.",NYQ,USA
KOHINOOR.BO,Kohinoor Foods Ltd.,BSE,India
UTLC.L,UIL FIN ZDP-2016,LSE,UK
IUTSF,iShares S&P,/TSX 60 Index ETF,PNK
LPNT,"LifePoint Health, Inc.",NMS,USA
WWPW,Wind Works Power Corp.,PNK,USA
CTRE,"CareTrust REIT, Inc.",NMS,USA
USX1.DU,US STEEL,DUS,Germany
CLXN.SW,CREALOGIX HLDG N,EBS,Austria
099190.KQ,"i-SENS, Inc.",KOE,South Korea
TNH,"Terra Nitrogen Company, L.P.",NYQ,USA
NRF-UN.TO,NORTH AMERICAN REIT INCOME FUND,TOR,Canada
BCS,Barclays PLC,NYQ,USA
CEN,Center Coast MLP & Infrastructure Fund,NYQ,USA
VISTIN.OL,Vistin Pharma ASA,OSL,Norway
BAGR,"Diversified Restaurant Holdings, Inc.",NCM,Australia
OMV.F,OMV ,FRA,Germany
DFS,Discover Financial Services,NYQ,USA
588.SI,Health Management International Ltd,SES,Singapore
ORI,Old Republic International Corporation,NYQ,USA
MCI,Babson Capital Corporate Investors,NYQ,USA
SIR.L,SEC INCOME REIT,LSE,UK
MPA.CR,MANPA,CCS,Venezuela
LOR,Lazard World Dividend & Income Fund Inc.,NYQ,USA
TNC.V,TIO Networks Corp.,VAN,Canada
PV.MX,PENA VERDE,MEX,Mexico
NN.AS,NN GROUP,AMS,Netherlands
ESSA.JK,SURYA ESA PERKASA IDR100,JKT,Indonesia
JPL.BE,AUSTRIA EMAIL,BER,Germany
FDK.F,AMERICAN STS WATER,FRA,Germany
ML.PA,Compagnie Generale DES Etablissements Michelin SCA,PAR,France
RVA.V,Reva Resources Corp.,VAN,Canada
MMCAS.IS,MMC Sanayi ve Ticari Yatirimlar A.S.,IST,Turkey
VFL,Delaware Investments National Municipal Income Fund,ASE,USA
AMD.DE,"Advanced Micro Devices, Inc.",GER,Germany
J7X.SI,Tiger Airways Holdings Limited,SES,Singapore
GPACU,Global Partner Acquisition Corp.,NCM,Australia
UNITEDBNK.NS,United Bank of India,NSI,India
FCAU,Fiat Chrysler Automobiles N.V.,NYQ,USA
S19.BE,SUMITOMO METAL MNG,BER,Germany
XMF-PB.TO,M SPLIT CORP. CLASS I PREF SHAR,TOR,Canada
PEP,"Pepsico, Inc.",NYQ,USA
1866-OL.HK,CHINA XLX FERT,HKG,Hong Kong
DION,Dionics Inc.,PNK,USA
JASUF,Jasmine International Public Company Limited,PNK,USA
SEC.L,Strategic Equity Capital Ord,LSE,UK
GHS.L,Gresham House Strategic plc,LSE,UK
ZEEMEDIA6.BO,ZEE MEDIA CORPORATION LTD,BSE,India
NAUG,"NowAuto Group, Inc.",PNK,USA
ZARDIINV.BO,ARDI INVESTMENT & TRADING LTD.,BSE,India
IEYHO.IS,Isiklar Enerji ve Yapi Holding Anonim Sirketi,IST,Turkey
22Z.BE,ZEALAND PHARMA,BER,Germany
EQTL,Equitech International Corporation,PNK,USA
BLQN,Balqon Corporation,PNK,USA
SMIT,"Schmitt Industries, Inc.",NCM,Australia
C61U.SI,CapitaLand Commercial Trust,SES,Singapore
SPANDIAQ.BO,Span Divergent Limited,BSE,India
EOI,Eaton Vance Enhanced Equity Income Fund,NYQ,USA
KHDHF,KHD Humboldt Wedag International AG,PNK,USA
722130.TWO,YUANTA SECURITIES C/W 21/06/16(,TWO,Taiwan
GCY.AX,Gascoyne Resources Limited,ASX,Australia
BOTX,Bontex Inc.,PNK,USA
722065.TWO,YUANTA SECURITIES C/W 14/06/16(,TWO,Taiwan
AEK,AEGON N.V.,NYQ,USA
RPXC,RPX Corporation,NMS,USA
RPPG,Reraise Gaming Corporation,OBB,USA
SEYKM.IS,Seyitler Kimya Sanayi A.S.,IST,Turkey
ZUCR.MI,Vincenzo Zucchi SpA,MIL,Italy
TKHVF,Türk Hava Yollari Anonim Ortakligi,PNK,USA
ZHULF,ZHULIAN CORPORATION,PNK,USA
VAL.L,ValiRx plc,LSE,UK
XNC2O.BA,,BUE,Argentina
QUORD,QUORUM CORP,OBB,USA
IU2.F,YARA INTERNATIONAL,FRA,Germany
PETS.L,Pets at Home Group Plc,LSE,UK
80737-OL.HK,HOPEWELL INFR-R,HKG,Hong Kong
8242.HK,Megalogic Technology Holdings Limited,HKG,Hong Kong
EWC.AX,Energy World Corporation Ltd.,ASX,Australia
OYP11.BA,YPF SA FRN 13/02/2017 ARS,BUE,Argentina
0475.HK,Zhong Fa Zhan Holdings Limited,HKG,Hong Kong
PLFX,Pulse Evolution Corporation,OBB,USA
RVBR,Markray Corp.,PNK,USA
020560.KS,"Asiana Airlines, Inc.",KSC,Korea
KANP,"Kaanapali Land, LLC",PNK,USA
IV6B.DU,KINNEVIK INV. -B-,DUS,Germany
GRB.MU,SEB,MUN,Germany
ARPI,"American Residential Properties, Inc.",NYQ,USA
KIQ,Kelso Technologies Inc.,ASE,USA
214150.KQ,KTB SPAC 2,KOE,South Korea
BRO,Brown & Brown Inc.,NYQ,USA
FCEN,"Cherubim Interests, Inc.",PNK,USA
X06.SI,Sinopipe,SES,Singapore
JYS1.BE,JYSKE BANK,BER,Germany
MEWATZI.BO,MEWAT ZINC LTD.,BSE,India
084695.KS,"Daesang Holdings Co., Ltd.",KSC,Korea
2OB.F,ONCOLYS BIO,FRA,Germany
MOM.SG,MAHN UNSP GDR REG-S,STU,Germany
GBGD,Global Gold Corporation,PNK,USA
SODFC.BO,Som Datt Finance Corp Ltd,BSE,India
BRRRF,Trinity Valley Energy Corp.,PNK,USA
AT,Atlantic Power Corporation,NYQ,USA
721829.TWO,JIH SUN SECURITIES C/W 26/05/16,TWO,Taiwan
3020-OL.HK,X DBMSCIUSA,HKG,Hong Kong
PRH,"Prudential Financial, Inc.",NYQ,USA
WALM34.SA,Wal-Mart Stores Inc.,SAO,Brazil
SPO.MI,BCA POP. SPOLETO,MIL,Italy
PMOIF,Premier Oil plc,PNK,USA
32V.F,VALIDUS HLDGS,FRA,Germany
SYRX,Sysorex Global,NCM,Australia
T9Z.F,ZUMTOBEL GR,FRA,Germany
XSVT,"Xsovt Brands, Inc.",PNK,USA
EOG.L,Europa Oil & Gas (Holdings) plc,LSE,UK
GZT.TO,"Gazit-Globe, Ltd.",TOR,Canada
MENB,Mendocino Brewing Co. Inc.,PNK,USA
BEO-SDB.ST,Beowulf Mining plc,STO,Sweden
BKE,"The Buckle, Inc.",NYQ,USA
IDEALB-1.MX,"Impulsora del Desarrollo y el Empleo en América Latina, S.A.B. de C.V.",MEX,Mexico
TRUE,"TrueCar, Inc.",NMS,USA
SAND,Sandstorm Gold Ltd.,ASE,USA
CNQ.TO,Canadian Natural Resources Limited,TOR,Canada
ATLCF,Atlas Copco AB,PNK,USA
EL,The Estée Lauder Companies Inc.,NYQ,USA
P40U.SI,Starhill Global REIT,SES,Singapore
DPV6.L,Downing Planned Exit VCT 6 Plc,LSE,UK
VISUINTL.BO,Visu International Limited,BSE,India
VHC,VirnetX Holding Corp,ASE,USA
RAE.DE,China Rare Earth Holdings Ltd.,GER,Germany
CIVI,"Civitas Solutions, Inc.",NYQ,USA
SGRY,"Surgery Partners, Inc.",NMS,USA
NTN,NTN Buzztime Inc.,ASE,USA
6CW.F,CIG WIRELESS,FRA,Germany
CDRB,Code Rebel Corp,NCM,Australia
SQBG,"SQBG, Inc.",NCM,Australia
QFSP.SG,QUANTUM FUEL SYS,STU,Germany
TBVPF,Thai Beverage Public Company Limited,PNK,USA
E28.SI,Frencken Group Limited,SES,Singapore
OXBR,Oxbridge Re Holdings Limited,NCM,Australia
SCAY,Seneca-Cayuga Bancorp Inc.,PNK,USA
UDMG,United Mortgage Trust,PNK,USA
717090.TWO,YUANTA SECURITIES C/W 27/07/15(,TWO,Taiwan
UBIC,"UBIC, Inc.",NMS,USA
MFLX,"Multi-Fineline Electronix, Inc.",NMS,USA
ERF,Enerplus Corporation,NYQ,USA
RDTK,"RadTek, Inc.",PNK,USA
SDRL.OL,SEADRILL,OSL,Norway
COOL,Majesco Entertainment Co.,NCM,Australia
IMN,Imation Corp.,NYQ,USA
LMIN.L,LONMIN I15 NP,LSE,UK
EOS,Eaton Vance Enhanced Equity Income Fund II,NYQ,USA
VIO.V,Societe d'Exploration Miniere Vior Inc.,VAN,Canada
WEB.L,Webis Holdings Plc,LSE,UK
FFN.TO,North American Financial 15 Split Corp.,TOR,Canada
JSLINDL.BO,JSL INDUSTRIES LTD.,BSE,India
NPA.V,Alphinat Inc.,VAN,Canada
JYSKY,Jyske Bank A/S,PNK,USA
KENV.L,Kennedy Ventures plc,LSE,UK
BKIR.L,The Governor and Company of the Bank of Ireland,LSE,UK
LFS.BE,LITTELFUSE,BER,Germany
CNSI,"Comverse, Inc.",NGM,Sweden
SEBC,Southeastern Banking Corp.,PNK,USA
ZIM.V,Zinco Mining Corp.,VAN,Canada
JNPR,"Juniper Networks, Inc.",NYQ,USA
EOAN.SW,E.ON N,EBS,Austria
TXRN.F,XERIUM TECHNOLG,FRA,Germany
SRXLF,Source Exploration Corp.,PNK,USA
WJRYF,West Japan Railway Company,PNK,USA
QSC.HA,QSC N,HAN,Germany
DR.TO,Medical Facilities Corp.,TOR,Canada
PBH,"Prestige Brands Holdings, Inc.",NYQ,USA
CELH,"Celsius Holdings, Inc.",PNK,USA
CBRL,"Cracker Barrel Old Country Store, Inc.",NMS,USA
ATXDY,AusTex Oil Limited,PNK,USA
XUN.MU,SHUN TAK HLDGS,MUN,Germany
3086.TWO,WAYI INTL DIGITAL TWD10,TWO,Taiwan
MQY,"BlackRock MuniYield Quality Fund, Inc.",NYQ,USA
ZONMY,NOS SGPS SA,PNK,USA
RYOOF,RIO SILVER INC,PNK,USA
JHL.AX,Jayex Healthcare Limited,ASX,Australia
TARAJEWEL.NS,TARA JEWELS LIMITED,NSI,India
OSN,"Ossen Innovation Co., Ltd.",NCM,Australia
TRGT,"Targacept, Inc.",NMS,USA
XOU.MU,SOHU.COM ,MUN,Germany
716858.TWO,YUANTA SECURITIES C/W 25/08/15(,TWO,Taiwan
1478.HK,Q Technology (Group) Company Limited,HKG,Hong Kong
PTN.MX,"Portugal Telecom, SGPS S.A.",MEX,Mexico
IH1.SI,db x-trackers - MSCI AC Asia ex Japan Index UCITS ETF,SES,Singapore
OEXFF,RMP Energy Inc.,PNK,USA
VII.TO,Seven Generations Energy Ltd.,TOR,Canada
RGNX,Regenxbio Inc.,NMS,USA
ARNBF,Arcan Resources Ltd.,PNK,USA
HMO.BE,HINO MOTORS,BER,Germany
AFMF.L,Advance Frontier Markets Fund Limited,LSE,UK
MELCA.NZ,Meridian Energy Limited,NZE,New Zealand
SNOW.AS,SNOWWORLD,AMS,Netherlands
OSG.F,OSG           ,FRA,Germany
1101.HK,China Huarong Energy Company Limited,HKG,Hong Kong
DIP.DU,KDDI,DUS,Germany
SQP.TO,Strongco Corporation,TOR,Canada
WW2.F,CITI TRENDS,FRA,Germany
SCMN.VX,SWISSCOM REG,VTX,International
WELENT-EQ.NS,WELSPUN ENTERPRISES LIMITED,NSI,India
QFRO.ST,Q-FREE,STO,Sweden
KAMAOVR.BO,KAMAL OVERSEAS LTD.,BSE,India
QPR1V.HE,QPR Software Oyj,HEL,Finland
CPN,Calpine Corp.,NYQ,USA
M9R.F,CANADA ZINC METALS,FRA,Germany
ZDPY,Zoned Properties Inc.,PNK,USA
AETUF,ARC Resources Ltd.,PNK,USA
GDOT,Green Dot Corporation,NYQ,USA
GKNT,"Geeknet, Inc.",NGM,Sweden
OTTW,"Ottawa Savings Bancorp, Inc.",OBB,USA
4912.TW,"Lemtech Holdings Co., Limited",TAI,Taiwan
GNE,Genie Energy Ltd.,NYQ,USA
SKM,SK Telecom Co. Ltd.,NYQ,USA
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc.,NYQ,USA
XAH.SG,MOBILE EMBRACE,STU,Germany
CQQ.BE,CDN OIL SANDS,BER,Germany
PYA.MU,WAYSIDE TECH GRP,MUN,Germany
XX4.BE,RICHLAND RES,BER,Germany
CAO.F,CONAGRA FOODS,FRA,Germany
DRLDF,Dalradian Resources Inc.,PNK,USA
3474.TW,Inotera Memories Inc.,TAI,Taiwan
OTES.F,HELLENIC SP.ADR,FRA,Germany
OERL.SW,OC OERLIKON N,EBS,Austria
BOLSAA.MX,Bolsa Mexicana de Valores SAB de CV,MEX,Mexico
WXF.VI,WARIMPEX FIN- U.BET,VIE,Austria
MANGALAM.BO,Mangalam Drugs & Organics Limited,BSE,India
PIR,"Pier 1 Imports, Inc.",NYQ,USA
PCF,Putnam High Income Securities Fund,NYQ,USA
DUNI.ST,Duni AB (publ),STO,Sweden
SBOK.ST,Scandbook Holding AB,STO,Sweden
ACFL,AMC Financial Holdings Inc.,PNK,USA
NTESN.MX,NETEASE SP ADR,MEX,Mexico
VAPR,"VaporBrands International, Inc.",PNK,USA
DBGF,Panex Resources Inc.,PNK,USA
SMCI,"Super Micro Computer, Inc.",NMS,USA
DHOXD,"Desarrolladora Homex, S.A.B. de C.V.",PNK,USA
5158.KL,TA Global Berhad,KLS,Malaysia
ESLOF,Essilor International SA,PNK,USA
EUYNF,Eu Yan Sang International Ltd,PNK,USA
GRNH,"GreenGro Technologies, Inc.",PNK,USA
VWSA.SG,VESTAS WIND UNSPADR,STU,Germany
TYI.SG,Tyco International Ltd.,STU,Germany
EBRPF,Ebro Foods SA,PNK,USA
W3N.F,VENTSPILS NAFTA,FRA,Germany
OHLMEX.MX,OHL MEXICO,MEX,Mexico
AGIZ.L,Aberforth Geared Income ZDP 2017,LSE,UK
KN.PA,Natixis,PAR,France
ESIO,Electro Scientific Industries Inc.,NMS,USA
W2P.BE,WEB.COM GROUP,BER,Germany
QS5.DU,STRAUMANN HLDG N,DUS,Germany
WRAP,"WrapMail, Inc.",PNK,USA
VOD.BA,VODAFONE GROUP CEDEAR EA REP 1/,BUE,Argentina
SIDNF,Cameo Resources Corp.,PNK,USA
DXS.AX,Dexus Property Group,ASX,Australia
BHIP.BA,Banco Hipotecario S.A.,BUE,Argentina
CAWLF,CWC Energy Services Corp.,PNK,USA
EEI,"Ecology & Environment, Inc.",NGM,Sweden
PUMA.L,Puma VCT VII Ord,LSE,UK
YIN.DU,SINA CORPORATION,DUS,Germany
QGLDF,Q-GOLD RESOURCES LTD,PNK,USA
VOCN.AX,Vocus Communications Limited,ASX,Australia
MTNL.NS,Mahanagar Telephone Nigam Limited,NSI,India
CINR,OCI Resources LP,NYQ,USA
SLOG.SW,SWISSLOG HLDG N,EBS,Austria
CVBF,CVB Financial Corp.,NMS,USA
6971.KL,Kobay Technology Bhd.,KLS,Malaysia
ARL.TO,Africo Resources Ltd.,TOR,Canada
HD.MX,"The Home Depot, Inc.",MEX,Mexico
SDISY,Sports Direct International plc,PNK,USA
XPG.SG,SCHIBSTED -A-,STU,Germany
CCOM,"CCOM Group, Inc.",PNK,USA
NPI-PA.TO,NORTHLAND POWER PREFERRED EQUIT,TOR,Canada
GLBZ,Glen Burnie Bancorp,NCM,Australia
MFM,MFS Municipal Income Trust,NYQ,USA
GPOFF,NRG Metals Inc.,PNK,USA
R2:WMBY3S.SA,WEMBLEY SA,SAO,Brazil
717212.TWO,WATERLAND SECURITI C/W 03/08/15,TWO,Taiwan
ALOT,"Astro-Med, Inc.",NGM,Sweden
ELST,Electronic Systems Technology Inc.,PNK,USA
MCTH,"Medical Connections Holdings, Inc.",PNK,USA
Y01A.SG,YODLEE,STU,Germany
M6O.BE,BOLSAS Y MERCADOS,BER,Germany
EAD,Wells Fargo Advantage Funds - Wells Fargo Advantage Income Opportunities Fund,ASE,USA
4243@OM.KL,WTK HOLDINGS BHD,KLS,Malaysia
MANZF,MANZ AUTOMATION,PNK,USA
SKLT.JK,SEKAR LAUT IDR500,JKT,Indonesia
CCCL.BO,Consolidated Construction Consortium Limited,BSE,India
XSC.F,SECOM,FRA,Germany
XVO.F,BAOBAB RESOURCES,FRA,Germany
FPEO.L,F&C, Private Equity Trust Ord,LSE
BOE.BE,BOER POWER HLDG,BER,Germany
TRC,Tejon Ranch Co.,NYQ,USA
OMHLF,OM Holdings Limited,PNK,USA
69C.BE,CARA THERAPEUTICS,BER,Germany
721552.TWO,YUANTA SECURITIES C/W 09/05/16(,TWO,Taiwan
NXQ,Nuveen Select Tax-Free Income Portfolio 2,NYQ,USA
OPBL,Optionable Inc.,OBB,USA
BMO,Bank of Montreal,NYQ,USA
ZGM.AX,Zamia Metals Limited,ASX,Australia
EQPI,"Zhongchai Machinery, Inc.",PNK,USA
DMI.V,Diamcor Mining Inc.,VAN,Canada
FOTRF,FRONTIER REAL ESTATE,PNK,USA
FSCE,Fifth Street Finance Corp.,NYQ,USA
TK.V,Tinka Resources Ltd.,VAN,Canada
BFG.AX,Bell Financial Group Limited,ASX,Australia
VOLTAMP.NS,Voltamp Transformers Limited,NSI,India
TRNO,Terreno Realty Corp.,NYQ,USA
3V64.HM,VISA-A,HAM,Germany
WMSI,"Williams Industries, Incorporated",PNK,USA
MGR.AX,Mirvac Group,ASX,Australia
SXCP,"SunCoke Energy Partners, L.P.",NYQ,USA
ODX-H.V,ODYSSEY RESOURCES LTD,VAN,Canada
RNET,"RigNet, Inc.",NMS,USA
K8A.DE,"Kandi Technologies Group, Inc.",GER,Germany
SYK.DE,Stryker Corporation,GER,Germany
KEM.BE,KEMIRA,BER,Germany
RST,"Rosetta Stone, Inc.",NYQ,USA
DGTC,DGT Holdings Corp.,PNK,USA
REGI,"Renewable Energy Group, Inc.",NMS,USA
IQPB.DE,iQ Power Licensing AG,GER,Germany
FFIC,Flushing Financial Corp.,NMS,USA
PENC,PEN Inc,PNK,USA
2336.HK,Hailiang International Holdings Limited,HKG,Hong Kong
NQE.V,"NQ Exploration, Inc.",VAN,Canada
WWST,World Wide Stone Corporation,PNK,USA
TRIO.JK,TRIKOMSEL OKE TBK IDR100,JKT,Indonesia
UNIS,Unilife Corporation,NGM,Sweden
